invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,Cluster
80114,30131,0,41,2,5,203.3,0,747,5,1
18918,64865,0,48,1,2,600.16,0,556,4,0
78769,13149,1,26,3,5,26.15,0,383,6,1
56896,89186,0,27,3,1,5.23,0,206,4,3
88725,53394,0,26,5,5,58.65,2,226,4,3
18228,94329,0,65,3,3,15.69,1,38,3,0
38929,59369,0,25,2,2,81.32,1,314,4,0
20265,6858,0,19,0,4,60.6,1,272,6,2
70429,53780,0,61,3,5,26.15,0,447,3,3
56240,35771,0,65,7,5,179.2,2,260,5,1
17637,34208,0,23,2,4,162.64,1,198,6,2
72585,61580,1,42,1,3,900.24,0,236,4,3
67918,10624,1,33,3,3,15.69,1,77,5,1
96105,44192,0,54,1,2,600.16,1,741,7,1
56694,66530,0,67,3,4,20.92,1,621,4,3
73454,30903,0,57,0,5,75.75,0,203,4,1
43560,23126,0,35,1,1,300.08,0,551,5,2
90002,26927,1,62,1,1,300.08,0,384,7,1
53616,58043,1,26,7,1,35.84,0,320,1,3
79454,35895,1,48,2,4,162.64,0,539,4,1
45598,19861,0,57,1,4,1200.32,0,591,7,2
24750,82288,0,53,4,2,1200.34,0,502,3,0
48236,74968,1,58,2,4,162.64,0,641,5,0
62358,32245,0,32,1,2,600.16,1,75,5,1
69123,42807,0,23,3,5,26.15,0,687,9,1
98251,2668,0,49,7,4,143.36,0,291,5,1
89411,37333,0,26,1,4,1200.32,1,620,8,1
72818,46145,0,62,1,5,1500.4,1,664,5,1
33567,28411,1,30,7,1,35.84,0,526,5,2
86452,74235,0,28,1,2,600.16,1,33,4,3
72140,36902,0,65,4,2,1200.34,2,568,7,1
42729,3913,0,56,7,1,35.84,1,356,2,2
53030,21564,0,40,3,3,15.69,0,557,5,1
63946,56295,1,55,1,4,1200.32,1,738,4,3
38510,46745,0,61,7,2,71.68,1,513,3,2
29405,8894,0,35,5,5,58.65,0,475,7,2
17290,25681,0,37,4,1,600.17,0,520,5,2
32802,72332,1,32,2,1,40.66,0,11,3,0
22280,58455,0,68,5,1,11.73,2,37,4,0
46512,27541,0,44,1,2,600.16,0,621,5,2
49302,60609,0,61,2,4,162.64,1,466,4,0
40853,4296,1,38,1,4,1200.32,0,237,3,2
19728,93517,0,66,1,3,900.24,1,163,5,0
21684,45605,0,53,1,5,1500.4,0,579,2,2
89772,14086,0,21,3,4,20.92,1,427,5,1
18520,13323,0,32,3,4,20.92,2,544,7,2
56330,11079,0,46,1,1,300.08,0,143,8,1
69912,81091,1,25,7,2,71.68,0,744,4,3
49098,16444,0,49,2,1,40.66,1,95,5,2
72254,91180,0,26,1,3,900.24,0,293,4,3
14771,38436,0,20,1,4,1200.32,1,18,7,2
93233,10399,0,38,2,4,162.64,0,232,8,1
61213,29825,0,63,2,2,81.32,0,222,6,1
92454,73991,1,25,4,2,1200.34,1,146,5,3
95492,23731,0,19,1,1,300.08,0,355,6,1
83364,45837,0,53,2,4,162.64,0,536,6,1
9536,71682,0,51,4,1,600.17,0,763,3,0
44123,53297,1,56,5,2,23.46,1,144,4,0
86295,72012,1,29,7,4,143.36,0,580,4,3
60943,6732,0,20,4,4,2400.68,2,687,5,1
51871,3892,0,35,0,1,15.15,1,16,2,1
60285,53100,0,62,3,2,10.46,0,33,7,3
13247,91629,1,43,2,3,121.98,2,8,9,0
32979,36871,0,57,1,4,1200.32,1,645,4,2
55400,88786,1,33,1,2,600.16,0,384,6,3
90386,36415,0,49,3,1,5.23,0,675,1,1
85101,69749,0,29,1,4,1200.32,0,701,6,3
60891,14480,0,43,3,2,10.46,1,232,6,1
30612,85154,0,36,3,5,26.15,1,56,6,0
50103,61773,0,31,1,5,1500.4,1,216,5,3
47104,25212,0,51,3,2,10.46,2,780,5,2
14391,53955,0,62,2,5,203.3,1,11,2,0
48297,57193,1,44,1,5,1500.4,2,514,4,0
1009,68795,0,18,4,4,2400.68,2,318,5,0
22878,51515,0,52,3,5,26.15,1,446,6,0
28231,74915,0,34,3,3,15.69,2,243,2,0
85205,58135,1,47,1,1,300.08,0,753,5,3
2437,11596,0,58,7,1,35.84,0,252,3,2
29185,1214,0,51,1,4,1200.32,1,51,3,2
20331,67485,0,32,1,3,900.24,2,510,2,0
50185,25622,0,23,7,5,179.2,1,586,4,1
68128,6672,1,63,5,2,23.46,1,79,6,1
35113,80262,0,50,3,3,15.69,0,717,2,0
35189,72410,1,64,2,2,81.32,0,553,6,0
70662,83050,1,51,1,2,600.16,0,21,7,3
21754,39482,1,21,3,1,5.23,2,536,9,2
97272,45684,1,34,3,3,15.69,1,332,5,1
34519,22196,0,26,2,4,162.64,2,197,3,2
23379,31367,0,19,1,3,900.24,1,394,4,2
19731,29060,0,47,3,3,15.69,1,482,5,2
51915,30822,1,47,1,4,1200.32,0,664,4,1
79371,47414,0,56,7,2,71.68,1,644,7,1
93307,36070,1,42,1,5,1500.4,2,436,5,1
25087,53686,1,49,5,5,58.65,0,124,2,0
79829,63768,0,51,4,3,1800.51,2,423,4,3
61254,61005,1,27,3,1,5.23,0,421,4,3
10375,28416,0,61,1,5,1500.4,2,294,4,2
20480,9267,0,38,4,4,2400.68,0,616,5,2
72800,42209,1,42,1,1,300.08,1,779,4,1
9996,52516,1,58,3,1,5.23,2,550,4,0
21273,27167,0,57,5,3,35.19,0,479,2,2
88943,37534,1,23,1,3,900.24,0,571,4,1
13852,46969,0,62,1,1,300.08,2,323,4,2
28561,81286,1,31,4,3,1800.51,0,339,6,0
20469,42300,0,54,1,1,300.08,1,755,6,2
34574,91508,1,19,1,4,1200.32,1,228,6,0
34091,71494,1,68,2,5,203.3,0,739,6,0
21720,65063,1,44,1,5,1500.4,1,176,5,0
22645,57476,0,29,4,3,1800.51,0,495,5,0
62759,63009,0,67,3,4,20.92,1,202,4,3
2773,66593,0,34,1,5,1500.4,1,530,5,0
50388,32623,1,45,7,2,71.68,2,400,3,1
94341,49972,0,55,1,2,600.16,2,30,2,1
60974,36113,0,69,3,2,10.46,2,42,5,1
56151,59600,0,38,1,2,600.16,0,513,3,3
28116,40675,1,39,2,1,40.66,2,123,6,2
17544,80294,0,63,7,4,143.36,2,176,8,0
26096,31665,1,49,2,1,40.66,0,72,2,2
49604,59488,0,66,4,4,2400.68,1,119,3,0
86590,97139,0,68,3,1,5.23,0,155,5,3
10995,69829,1,18,1,5,1500.4,0,796,4,0
27284,88046,0,42,4,3,1800.51,0,550,6,0
23898,45966,0,54,1,4,1200.32,0,685,7,2
59169,56468,1,43,1,5,1500.4,1,641,9,3
27601,21745,1,54,1,1,300.08,0,137,1,2
90235,9880,1,43,4,4,2400.68,1,407,5,1
90354,78957,1,44,1,3,900.24,1,125,5,3
48354,4470,1,36,6,2,2100.0,2,630,5,2
69809,36441,0,41,3,2,10.46,0,441,6,1
24523,16531,0,45,1,1,300.08,1,653,1,2
47156,49999,1,58,2,5,203.3,1,578,6,0
96912,4538,0,34,4,1,600.17,2,638,7,1
54595,36320,0,67,3,1,5.23,0,13,8,1
74500,95203,1,60,0,5,75.75,1,211,5,3
62823,88308,0,31,1,5,1500.4,0,21,3,3
36833,11410,0,52,7,3,107.52,0,527,2,2
89061,14611,1,25,3,5,26.15,1,682,5,1
23167,9031,0,22,1,4,1200.32,0,129,4,2
55646,26235,0,34,3,3,15.69,1,138,7,1
52396,61859,1,30,1,4,1200.32,0,320,4,3
87321,8643,0,25,3,2,10.46,1,689,4,1
74860,8606,0,48,1,3,900.24,0,521,1,1
52734,40806,1,30,1,1,300.08,2,755,3,1
36739,63414,0,30,1,3,900.24,0,508,4,0
93852,1582,0,36,1,5,1500.4,0,204,3,1
70489,61391,1,33,3,1,5.23,0,536,8,3
4083,69938,1,69,2,5,203.3,0,125,6,0
18090,1362,0,46,1,2,600.16,0,317,6,2
55077,57119,0,65,7,4,143.36,2,454,4,3
33095,81297,1,27,3,5,26.15,0,643,4,0
29803,82112,0,42,3,2,10.46,0,238,4,0
84128,22736,0,68,2,5,203.3,1,460,7,1
42333,72040,1,64,3,3,15.69,1,253,5,0
61838,73889,1,59,3,1,5.23,2,97,5,3
94445,8796,1,25,2,5,203.3,0,528,8,1
44792,15931,0,40,7,5,179.2,1,137,4,2
92551,64481,0,18,7,1,35.84,2,27,4,3
61671,65894,1,56,1,4,1200.32,0,695,3,3
40997,77939,0,36,4,1,600.17,0,365,1,0
31358,61595,0,30,3,1,5.23,1,349,1,0
22401,42019,0,52,2,4,162.64,2,373,1,2
97389,13051,0,30,1,2,600.16,0,738,5,1
35857,17587,0,45,2,5,203.3,0,379,4,2
32564,75688,1,29,7,4,143.36,0,684,4,0
82090,9688,1,24,0,1,15.15,2,204,7,1
19865,7278,0,46,1,2,600.16,0,23,1,2
48606,33643,0,65,4,4,2400.68,0,543,6,2
71374,11797,0,26,7,1,35.84,1,565,8,1
83310,16553,0,58,7,3,107.52,0,33,6,1
453,36365,0,45,1,4,1200.32,0,711,6,2
3044,33634,1,43,2,3,121.98,2,516,5,2
13720,85516,0,25,5,4,46.92,2,195,6,0
73635,85520,0,53,1,3,900.24,1,355,9,3
34943,37013,0,63,1,1,300.08,2,430,5,2
65766,47389,0,68,2,4,162.64,2,215,5,1
32048,88726,0,67,0,5,75.75,0,624,5,0
8793,69945,0,29,1,5,1500.4,0,119,5,0
45075,25145,0,55,1,4,1200.32,0,362,5,2
32049,48183,1,30,1,2,600.16,2,500,4,2
40447,96082,0,57,7,5,179.2,0,388,3,0
82971,84258,1,33,4,1,600.17,2,602,9,3
75735,80545,0,54,1,3,900.24,0,116,4,3
83721,30274,0,66,4,4,2400.68,1,295,5,1
93424,44424,1,56,1,5,1500.4,2,50,1,1
89255,33420,0,19,1,5,1500.4,0,92,9,1
6899,76539,0,22,6,1,1050.0,0,721,6,0
19280,72960,1,29,3,5,26.15,2,215,1,0
39704,14867,1,44,1,2,600.16,0,50,5,2
57270,38104,0,38,7,1,35.84,1,540,1,1
49777,2820,0,58,7,4,143.36,1,551,8,2
17329,32943,0,55,2,4,162.64,0,350,1,2
66060,18997,0,64,3,2,10.46,1,625,7,1
44483,92401,0,45,1,3,900.24,1,502,3,0
79156,45786,0,65,1,1,300.08,1,407,4,1
65610,60570,0,54,1,4,1200.32,2,757,6,3
96713,46449,1,58,1,5,1500.4,0,645,6,1
91321,875,0,40,2,2,81.32,2,418,1,1
8265,89641,1,24,1,5,1500.4,2,296,6,0
58636,6603,0,60,1,5,1500.4,2,194,4,1
22144,1160,0,60,3,3,15.69,0,233,6,2
53114,86934,1,66,3,2,10.46,1,589,7,3
83180,70061,1,59,3,1,5.23,0,512,4,3
76481,54722,1,69,5,5,58.65,1,54,6,3
48903,18439,0,47,2,4,162.64,1,677,4,2
46363,86419,0,54,1,1,300.08,0,278,4,0
70834,39714,1,30,1,2,600.16,0,680,7,1
18678,55090,0,27,7,3,107.52,1,637,5,0
41773,57321,0,52,2,4,162.64,0,490,7,0
85319,70053,0,57,3,3,15.69,0,222,4,3
15249,18229,1,52,1,1,300.08,1,322,5,2
993,22209,1,20,2,4,162.64,0,652,2,2
80961,21976,0,52,5,5,58.65,1,448,5,1
42507,3459,0,67,3,3,15.69,2,707,8,2
93477,90679,0,20,2,4,162.64,0,127,4,3
46669,26245,0,64,1,3,900.24,0,595,7,2
12755,14063,0,20,2,2,81.32,2,647,4,2
90004,34830,0,60,7,3,107.52,0,513,9,1
59814,32815,0,36,1,1,300.08,1,633,5,1
30075,26538,0,29,4,4,2400.68,1,503,4,2
26636,40190,0,45,5,1,11.73,0,606,9,2
37105,74812,0,54,0,1,15.15,2,417,4,0
98452,37334,1,45,1,3,900.24,0,696,4,1
2600,28919,0,59,3,1,5.23,0,361,4,2
69112,77310,0,49,1,2,600.16,0,414,4,3
54520,77070,1,61,5,3,35.19,0,158,6,3
70642,30666,0,36,0,3,45.45,0,312,6,1
57524,93008,0,69,1,2,600.16,0,48,5,3
48725,94771,0,27,3,3,15.69,0,140,5,0
80563,31137,0,30,1,3,900.24,1,138,6,1
42914,92931,1,67,2,4,162.64,2,17,9,0
791,81826,1,66,4,4,2400.68,1,375,4,0
30572,15526,0,52,3,4,20.92,0,475,7,2
77768,90060,1,69,3,3,15.69,1,753,6,3
82096,9399,0,63,1,1,300.08,2,363,7,1
39003,43857,0,20,1,5,1500.4,1,36,4,2
1013,79980,0,23,7,4,143.36,0,373,6,0
24832,78269,1,47,7,3,107.52,0,57,6,0
40496,12226,1,43,1,5,1500.4,0,44,8,2
26301,698,1,25,7,2,71.68,1,254,6,2
75050,38201,0,62,4,4,2400.68,0,16,5,1
44946,32795,0,23,2,1,40.66,0,66,6,2
31523,86528,1,64,5,1,11.73,0,627,4,0
77623,57419,0,50,1,2,600.16,1,392,5,3
49752,16751,0,42,2,2,81.32,0,213,6,1
55742,59691,1,43,1,3,900.24,0,95,5,3
17738,10302,0,25,1,3,900.24,1,483,5,2
28042,45489,1,66,1,3,900.24,2,386,7,2
57153,3364,0,41,3,1,5.23,0,86,4,1
2746,12879,0,37,2,3,121.98,0,201,7,2
78952,62541,0,43,1,3,900.24,1,611,7,3
90500,12937,0,19,1,2,600.16,1,567,4,1
51726,4980,0,21,2,2,81.32,1,575,5,1
21647,16288,1,51,3,3,15.69,0,138,1,2
26856,90938,1,67,0,5,75.75,0,81,4,0
64684,69602,1,54,4,3,1800.51,2,449,7,3
99053,4572,0,21,3,2,10.46,0,5,2,1
88944,27920,1,29,6,1,1050.0,2,414,9,1
27246,15821,0,32,4,3,1800.51,2,92,4,2
29136,55004,0,55,1,4,1200.32,1,95,6,0
31843,85270,1,24,5,4,46.92,0,616,3,0
96210,62937,1,37,1,3,900.24,1,185,4,3
59333,25705,0,43,3,5,26.15,2,493,3,1
2860,71401,0,39,7,3,107.52,1,791,7,0
72875,6623,0,37,4,3,1800.51,2,480,8,1
84235,91740,0,58,3,1,5.23,0,155,3,3
51465,13720,1,28,7,1,35.84,1,172,5,1
59723,58194,1,45,6,1,1050.0,1,140,7,3
13944,23267,0,21,1,4,1200.32,0,183,3,2
32793,78511,0,39,2,5,203.3,0,591,9,0
34878,53365,1,23,1,5,1500.4,2,189,9,0
18835,685,1,41,1,1,300.08,1,727,6,2
82046,93709,0,26,3,2,10.46,1,93,7,3
9161,89043,1,49,2,2,81.32,0,714,2,0
60041,81521,1,45,1,4,1200.32,0,788,2,3
7220,59226,1,33,2,5,203.3,0,376,2,0
43686,92643,0,53,4,4,2400.68,0,29,7,0
3330,17268,1,40,1,1,300.08,0,748,5,2
67419,47259,1,60,1,5,1500.4,2,126,4,1
32247,73574,0,37,1,1,300.08,0,770,7,0
11415,67640,0,55,1,2,600.16,1,112,7,0
8080,98994,1,68,0,1,15.15,2,193,4,0
65815,96587,0,54,2,2,81.32,1,494,6,3
71647,71305,0,56,3,3,15.69,1,96,5,3
44693,39014,0,41,7,1,35.84,2,253,4,2
35550,53453,1,59,4,4,2400.68,1,206,3,0
11066,46941,1,62,1,1,300.08,1,282,8,2
1263,10086,1,32,2,2,81.32,1,226,1,2
31374,64186,1,47,2,2,81.32,2,416,4,0
12703,80837,1,33,3,3,15.69,0,310,6,0
59031,68849,0,55,2,5,203.3,0,707,5,3
22857,37410,0,24,3,4,20.92,1,575,1,2
32364,26294,0,64,7,5,179.2,2,169,5,2
91721,46860,0,62,2,2,81.32,1,345,3,1
97099,39050,0,68,2,2,81.32,2,597,7,1
64992,69514,0,62,2,3,121.98,1,332,4,3
73441,34220,1,36,5,1,11.73,0,788,3,1
76418,9594,1,64,1,3,900.24,1,606,4,1
7390,49219,0,26,3,5,26.15,2,451,4,2
49875,91998,0,37,1,5,1500.4,0,514,3,3
55138,29616,0,47,2,1,40.66,1,153,3,1
27207,91227,0,40,7,1,35.84,1,556,7,0
31137,6460,0,58,3,1,5.23,2,783,4,2
45752,17510,1,32,0,2,30.3,0,89,3,2
54574,84600,0,36,1,1,300.08,1,730,6,3
49368,47385,0,56,7,4,143.36,2,672,6,2
15614,58994,0,41,1,4,1200.32,1,671,4,0
87625,15243,0,34,3,5,26.15,2,139,5,1
57186,53427,0,37,1,5,1500.4,1,639,5,3
50675,1703,0,55,2,1,40.66,1,159,5,1
48411,93263,0,25,4,2,1200.34,0,737,4,0
3392,3529,0,50,1,4,1200.32,0,723,3,2
22669,53031,1,66,4,3,1800.51,0,684,9,0
30227,8416,1,52,1,1,300.08,0,387,3,2
93844,94740,0,24,2,1,40.66,2,423,1,3
48618,2628,1,52,3,3,15.69,2,94,4,2
65454,28661,1,43,1,3,900.24,0,499,5,1
74629,70398,0,28,1,5,1500.4,1,189,6,3
88514,59379,1,31,3,1,5.23,0,782,2,3
5072,1208,0,41,4,3,1800.51,1,525,7,2
41576,51505,1,21,2,3,121.98,0,477,6,0
73265,2745,0,45,2,3,121.98,1,498,3,1
34403,48171,0,41,0,3,45.45,0,551,3,2
2336,91194,1,42,1,3,900.24,0,340,6,0
43619,78624,1,50,2,1,40.66,1,377,6,0
30613,53643,0,42,1,3,900.24,0,730,4,0
3703,71091,0,25,1,2,600.16,1,610,4,0
63782,29322,1,23,7,5,179.2,0,676,8,1
3338,69001,1,67,0,2,30.3,2,322,5,0
38925,54987,0,42,3,5,26.15,1,6,4,0
23972,79712,0,63,1,2,600.16,1,110,6,0
39223,45445,1,53,5,4,46.92,1,41,1,2
79667,53026,1,32,3,5,26.15,2,455,6,3
99111,28346,1,43,4,2,1200.34,2,495,5,1
4082,59976,0,22,1,2,600.16,1,271,7,0
24049,84472,1,30,3,4,20.92,2,365,5,0
60254,63809,0,20,1,3,900.24,0,221,4,3
89007,90214,0,40,2,2,81.32,1,415,3,3
49822,91843,1,61,1,4,1200.32,1,267,4,3
53832,10060,1,44,1,5,1500.4,0,612,9,1
91196,87584,0,55,2,4,162.64,0,87,7,3
80639,51273,0,54,3,2,10.46,1,56,3,3
82528,32933,1,23,7,3,107.52,0,207,9,1
64682,23402,1,37,1,1,300.08,0,142,5,1
29862,28478,0,43,3,2,10.46,0,363,8,2
67544,46918,1,33,4,4,2400.68,0,128,5,1
1739,9266,1,18,1,5,1500.4,0,225,5,2
52801,17300,0,30,7,1,35.84,2,330,2,1
42272,53866,0,68,7,5,179.2,2,702,5,0
69782,52026,1,34,1,1,300.08,2,772,4,3
77537,85565,0,34,0,1,15.15,1,785,2,3
46720,93360,0,59,3,2,10.46,2,214,4,0
3290,59084,0,22,1,5,1500.4,2,252,5,0
23620,49774,0,30,2,5,203.3,2,52,4,0
79856,89324,0,50,7,3,107.52,2,456,7,3
23545,96290,0,68,3,3,15.69,0,491,4,0
29031,37484,1,38,7,5,179.2,1,246,5,2
48533,98787,1,51,2,3,121.98,2,110,5,0
7442,43106,1,64,1,2,600.16,0,349,4,2
74409,64654,0,31,1,4,1200.32,1,511,5,3
82698,31196,0,34,6,1,1050.0,2,497,4,1
24170,25012,1,40,1,3,900.24,2,773,1,2
46279,64892,0,58,4,1,600.17,1,605,8,0
1254,56654,1,56,1,4,1200.32,0,640,2,0
3086,1913,0,57,3,5,26.15,0,696,6,2
29919,49282,0,38,4,1,600.17,1,713,4,2
84142,76054,0,55,5,3,35.19,2,440,5,3
80243,84995,1,66,5,2,23.46,0,241,4,3
2324,96531,1,27,1,2,600.16,1,361,5,0
64755,12666,0,58,2,1,40.66,1,431,8,1
62546,69983,0,32,2,5,203.3,1,673,5,3
73672,74139,1,57,2,1,40.66,2,748,2,3
54029,15065,1,43,3,5,26.15,2,478,7,1
39512,89335,0,56,1,3,900.24,0,91,8,0
49645,25180,0,40,1,1,300.08,2,264,3,2
51154,69980,0,60,3,4,20.92,0,151,6,3
53300,85938,1,41,1,2,600.16,1,3,3,3
77004,30145,0,54,1,2,600.16,0,270,5,1
88182,49703,0,42,2,4,162.64,2,191,5,1
85214,45911,1,56,1,3,900.24,0,262,5,1
64332,7871,1,59,1,2,600.16,0,297,5,1
78861,80916,0,50,3,5,26.15,0,312,6,3
69114,93324,1,23,1,1,300.08,1,300,4,3
54315,34084,1,50,2,5,203.3,1,12,1,1
74052,92333,0,55,3,5,26.15,1,182,4,3
38538,42833,1,62,2,3,121.98,2,452,3,2
58678,9814,0,32,1,5,1500.4,2,422,2,1
5582,28454,1,37,3,4,20.92,2,757,3,2
46762,29810,0,63,7,3,107.52,0,468,4,2
247,92196,0,18,0,4,60.6,1,261,5,0
93303,29412,0,52,1,4,1200.32,0,653,3,1
95750,34570,1,30,1,2,600.16,0,84,5,1
13914,50442,1,32,2,1,40.66,0,731,6,0
51252,24333,0,46,4,4,2400.68,0,652,3,1
32103,90240,1,31,0,5,75.75,0,139,5,0
14893,45552,0,30,3,5,26.15,0,207,3,2
60245,37778,1,24,3,4,20.92,0,201,5,1
47647,8223,1,25,3,2,10.46,0,426,3,2
49182,15590,0,25,1,1,300.08,0,769,3,2
49075,21400,0,31,5,3,35.19,0,170,6,2
35286,3678,1,25,1,1,300.08,1,536,5,2
67603,6015,0,44,0,4,60.6,0,359,5,1
71474,18187,0,43,1,3,900.24,0,740,5,1
8530,29876,1,18,5,1,11.73,2,577,5,2
8115,68271,0,57,7,1,35.84,0,248,8,0
99277,92537,0,25,2,1,40.66,1,730,4,3
86002,40251,0,50,3,3,15.69,0,597,6,1
52792,55898,1,49,1,1,300.08,2,102,4,3
51257,18225,1,21,3,2,10.46,0,531,6,1
12607,801,1,38,6,2,2100.0,2,438,6,2
85383,92480,1,65,1,5,1500.4,0,250,6,3
28238,14417,0,32,1,3,900.24,1,431,7,2
25743,70526,0,47,3,5,26.15,1,429,4,0
32120,52014,0,53,1,1,300.08,1,7,9,0
89892,35610,1,34,1,1,300.08,2,156,7,1
35863,26365,0,61,2,1,40.66,0,263,2,2
22281,80292,0,19,1,5,1500.4,1,125,6,0
75016,72452,0,61,2,2,81.32,0,87,2,3
40809,29330,1,33,2,3,121.98,0,222,5,2
10338,89056,0,53,3,2,10.46,0,285,9,0
57031,21588,1,68,7,3,107.52,0,737,4,1
15734,61958,1,37,7,5,179.2,0,337,4,0
74729,87610,1,69,1,4,1200.32,1,502,6,3
26787,5905,0,40,3,3,15.69,0,106,5,2
7056,10823,0,67,2,1,40.66,0,737,5,2
56349,83,0,22,0,1,15.15,1,411,6,1
96274,35742,0,34,7,4,143.36,2,212,4,1
43094,62439,0,34,1,1,300.08,0,231,4,0
84048,73216,0,56,1,5,1500.4,0,61,8,3
16107,3321,1,26,1,5,1500.4,1,96,1,2
47668,9983,0,69,0,5,75.75,1,220,9,2
37956,67334,1,61,1,4,1200.32,1,165,7,0
71488,26147,0,26,3,1,5.23,0,482,2,1
90350,34991,1,63,1,4,1200.32,0,301,9,1
2176,45925,0,51,7,4,143.36,1,28,9,2
58096,56787,1,60,1,4,1200.32,1,61,7,3
66561,59168,0,26,0,1,15.15,2,209,8,3
35814,84086,1,34,5,2,23.46,1,741,4,0
20747,44023,0,25,1,5,1500.4,0,321,2,2
50349,1550,1,69,5,1,11.73,0,473,9,1
14788,58479,1,66,0,1,15.15,0,243,4,0
82204,17791,1,23,1,3,900.24,0,748,5,1
72441,94549,1,24,2,1,40.66,2,146,6,3
23926,38758,0,39,2,1,40.66,0,340,4,2
64358,18394,0,50,4,4,2400.68,1,263,6,1
95612,47944,1,52,6,1,1050.0,1,104,6,1
19667,84461,1,56,2,3,121.98,0,273,6,0
36324,58709,0,41,1,1,300.08,2,167,7,0
46012,95651,0,21,1,3,900.24,2,641,1,0
43118,85395,1,42,1,1,300.08,0,680,2,0
8875,40311,0,50,1,2,600.16,1,619,7,2
20958,316,0,53,1,2,600.16,0,462,6,2
14150,60701,0,60,1,4,1200.32,2,647,6,0
75014,62521,1,34,3,3,15.69,1,232,9,3
585,75638,0,24,4,2,1200.34,1,295,8,0
60191,16571,0,44,1,2,600.16,0,713,8,1
44998,1472,0,32,1,3,900.24,2,92,4,2
77324,58222,0,42,3,1,5.23,0,150,6,3
99416,49245,1,23,5,2,23.46,1,343,6,1
40156,50533,1,33,6,1,1050.0,0,260,4,0
63821,67902,1,64,1,4,1200.32,0,731,6,3
58535,53855,0,69,1,5,1500.4,0,705,2,3
56958,87155,0,66,0,3,45.45,0,50,8,3
25679,5117,0,68,3,1,5.23,0,243,6,2
12293,22224,0,48,2,1,40.66,0,597,6,2
74810,80373,1,52,1,5,1500.4,0,763,2,3
28955,59782,0,39,1,2,600.16,0,451,6,0
67724,8552,1,50,1,1,300.08,1,637,7,1
96084,91957,1,28,2,3,121.98,0,715,7,3
74369,73604,1,64,3,1,5.23,1,490,5,3
23174,59392,0,36,2,1,40.66,2,90,1,0
40960,40825,1,64,2,5,203.3,0,701,5,2
4885,93377,0,54,1,5,1500.4,1,695,7,0
84465,55538,0,31,2,1,40.66,0,248,6,3
67985,61535,1,49,1,2,600.16,0,38,4,3
16727,92692,0,51,1,3,900.24,1,463,8,0
6476,60183,1,37,1,3,900.24,0,547,7,0
33721,81943,1,52,1,3,900.24,1,490,3,0
83466,40724,0,64,4,3,1800.51,0,430,8,1
94263,65154,0,65,4,3,1800.51,1,297,4,3
21341,61009,0,53,4,3,1800.51,0,195,5,0
14592,32935,1,30,1,4,1200.32,0,276,7,2
4813,51481,1,52,1,4,1200.32,2,6,3,0
90726,14140,1,32,7,2,71.68,1,715,5,1
55741,18332,1,40,3,3,15.69,1,789,1,1
40776,97822,0,53,1,3,900.24,2,700,4,0
27397,88840,1,39,1,3,900.24,1,603,9,0
32520,97539,0,56,2,5,203.3,1,179,6,0
26958,64490,0,19,4,2,1200.34,1,340,6,0
35689,82511,1,19,2,3,121.98,2,171,4,0
53683,47235,0,67,1,5,1500.4,1,251,3,1
7672,95696,1,63,0,3,45.45,1,177,6,0
37904,69113,1,68,1,1,300.08,2,160,6,0
34296,74952,1,23,0,2,30.3,1,541,1,0
3426,73390,0,47,1,1,300.08,1,587,6,0
44016,65025,0,25,1,2,600.16,0,551,5,0
4243,43353,1,22,1,4,1200.32,1,622,2,2
28060,10997,0,60,3,2,10.46,0,443,2,2
58908,99221,0,38,1,4,1200.32,2,731,4,3
44104,81507,1,59,2,3,121.98,1,215,7,0
66273,85408,1,20,1,5,1500.4,1,115,1,3
33032,27413,0,62,1,1,300.08,1,778,6,2
79161,97834,0,56,2,2,81.32,2,474,5,3
38951,29932,0,41,3,3,15.69,2,709,7,2
61027,71294,0,39,4,3,1800.51,1,736,7,3
41536,81942,0,47,1,1,300.08,1,761,9,0
45605,1693,0,55,3,1,5.23,2,659,3,2
71919,64217,0,30,1,3,900.24,1,201,4,3
89546,64051,1,34,1,5,1500.4,2,625,3,3
49570,91196,0,53,5,5,58.65,0,148,7,0
12510,79887,0,24,4,4,2400.68,0,201,6,0
14222,62506,0,32,1,5,1500.4,2,569,6,0
35075,19731,0,51,2,1,40.66,2,433,4,2
98738,6251,1,55,2,5,203.3,1,316,6,1
24682,17847,0,49,5,5,58.65,2,504,4,2
80629,34469,0,56,4,3,1800.51,1,213,7,1
24506,58700,1,43,3,1,5.23,0,707,6,0
54725,23619,0,69,5,2,23.46,0,387,8,1
52165,3106,1,49,5,5,58.65,0,44,7,1
56981,6129,0,55,7,5,179.2,0,736,3,1
39201,93593,1,63,2,2,81.32,2,547,9,0
90504,93909,1,36,7,3,107.52,2,494,3,3
74870,26732,0,28,1,5,1500.4,1,382,3,1
41319,24025,1,45,2,3,121.98,1,317,1,2
59887,26492,1,67,1,2,600.16,0,360,8,1
45407,66006,0,59,1,5,1500.4,2,263,1,0
96092,2278,0,65,4,1,600.17,0,479,5,1
67748,93864,0,34,0,2,30.3,1,600,4,3
47680,74850,0,50,4,1,600.17,2,100,3,0
75990,19447,1,30,4,2,1200.34,0,420,3,1
84468,2660,1,35,1,4,1200.32,2,672,9,1
86172,87770,1,54,1,2,600.16,2,407,4,3
15197,65613,1,20,3,1,5.23,0,160,7,0
